"ProcedureName","Domain","DetectedPattern","RecommendedStrategy","Confidence","ProcedureType","InsertCount","InsertTables","UpdateCount","UpdateTables","DeleteCount","DeleteTables","TotalDMLOps","HasTransactionHandling","HasValidation","Rationale","SQLOperationsDetail","CallHierarchy","DeveloperCorrection","Notes","NeedsAttention"
"md_item_types_Get_All","Master Data","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_item_types_Get_All"",""TotalOperations"":0,""Operations"":[]}","[{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""GetAllItemTypes"",""File"":""Dao_ItemType.cs""},""StoredProcedure"":""md_item_types_Get_All"",""Tables"":""md_item_types"",""ReturnType"":""Task<DaoResult<DataTable>>""},{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""SetupItemTypeDataTable"",""File"":""Helper_UI_ComboBoxes.cs""},""StoredProcedure"":""md_item_types_Get_All"",""Tables"":""md_item_types"",""ReturnType"":""Unknown""}]","","","False"
"md_item_types_Update_ItemType","Master Data","SIMPLE_UPDATE","IMPLICIT (Single DML)","High","Update","0","","1","md_item_types(1)","0","","1","Yes","Yes","[SIMPLE_UPDATE] | [1 UPDATE: md_item_types(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_item_types_Update_ItemType"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""md_item_types"",""SetClauses"":[""`ItemType` = p_ItemType"",""`IssuedBy` = p_IssuedBy""],""WhereConditions"":""`ID` = p_ID"",""HasWhere"":true,""RawSQL"":""UPDATE `md_item_types`\n        SET `ItemType` = p_ItemType,\n            `IssuedBy` = p_IssuedBy\n        WHERE `ID` = p_ID""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Edit_PartID.cs.Control_Edit_PartID_ComboBox_Part_SelectedIndexChanged"",""MethodChain"":[""SetFormEnabled""],""DAO"":{""Method"":""UpdateItemType"",""File"":""Dao_ItemType.cs""},""StoredProcedure"":""md_item_types_Update_ItemType"",""Tables"":""md_item_types"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}","","","False"
"md_locations_Add_Location","Master Data","SIMPLE_INSERT","IMPLICIT (Single DML)","High","Create","1","md_locations(1)","0","","0","","1","Yes","Yes","[SIMPLE_INSERT] | [1 INSERT: md_locations(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_locations_Add_Location"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""INSERT"",""Table"":""md_locations"",""Columns"":[""Location"",""Building"",""IssuedBy""],""Values"":[""p_Location"",""p_Building"",""p_IssuedBy""],""ColumnValuePairs"":[""Location = p_Location"",""Building = p_Building"",""IssuedBy = p_IssuedBy""],""RawSQL"":""INSERT INTO `md_locations` (`Location`, `Building`, `IssuedBy`)\n        VALUES (p_Location, p_Building, p_IssuedBy)""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Add_Location.cs.Control_Add_Location_Button_Clear_Click"",""MethodChain"":[],""DAO"":{""Method"":""InsertLocation"",""File"":""Dao_Location.cs""},""StoredProcedure"":""md_locations_Add_Location"",""Tables"":""md_locations"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}","","","False"
"md_locations_Delete_ByLocation","Master Data","SIMPLE_DELETE","IMPLICIT (Single DML)","High","Delete","0","","0","","1","md_locations(1)","1","Yes","Yes","[SIMPLE_DELETE] | [1 DELETE: md_locations(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_locations_Delete_ByLocation"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""DELETE"",""Table"":""md_locations"",""WhereConditions"":""`Location` = p_Location"",""HasWhere"":true,""Warning"":"""",""RawSQL"":""DELETE FROM `md_locations`\n        WHERE `Location` = p_Location""}]}","{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""DeleteLocation"",""File"":""Dao_Location.cs""},""StoredProcedure"":""md_locations_Delete_ByLocation"",""Tables"":""md_locations"",""ReturnType"":""Task<DaoResult>""}","","","False"
"md_locations_Get_All","Master Data","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_locations_Get_All"",""TotalOperations"":0,""Operations"":[]}","[{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""GetAllLocations"",""File"":""Dao_Location.cs""},""StoredProcedure"":""md_locations_Get_All"",""Tables"":""md_locations"",""ReturnType"":""Task<DaoResult<DataTable>>""},{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""SetupLocationDataTable"",""File"":""Helper_UI_ComboBoxes.cs""},""StoredProcedure"":""md_locations_Get_All"",""Tables"":""md_locations"",""ReturnType"":""Unknown""}]","","","False"
"md_locations_Update_Location","Master Data","SIMPLE_UPDATE","IMPLICIT (Single DML)","High","Update","0","","1","md_locations(1)","0","","1","Yes","Yes","[SIMPLE_UPDATE] | [1 UPDATE: md_locations(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_locations_Update_Location"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""md_locations"",""SetClauses"":[""`Location` = p_Location"",""`Building` = p_Building"",""`IssuedBy` = p_IssuedBy""],""WhereConditions"":""`Location` = p_OldLocation"",""HasWhere"":true,""RawSQL"":""UPDATE `md_locations`\n        SET `Location` = p_Location,\n            `Building` = p_Building,\n            `IssuedBy` = p_IssuedBy\n        WHERE `Location` = p_OldLocation""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Edit_Location.cs.LocationsComboBox_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""UpdateLocation"",""File"":""Dao_Location.cs""},""StoredProcedure"":""md_locations_Update_Location"",""Tables"":""md_locations"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}","","","False"
"md_operation_numbers_Add_Operation","Master Data","SIMPLE_INSERT","IMPLICIT (Single DML)","High","Create","1","md_operation_numbers(1)","0","","0","","1","Yes","Yes","[SIMPLE_INSERT] | [1 INSERT: md_operation_numbers(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_operation_numbers_Add_Operation"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""INSERT"",""Table"":""md_operation_numbers"",""Columns"":[""Operation"",""IssuedBy""],""Values"":[""p_Operation"",""p_IssuedBy""],""ColumnValuePairs"":[""Operation = p_Operation"",""IssuedBy = p_IssuedBy""],""RawSQL"":""INSERT INTO `md_operation_numbers` (`Operation`, `IssuedBy`)\n        VALUES (p_Operation, p_IssuedBy)""}]}","[{""Status"":""Called from UI"",""EventHandler"":""Control_Add_Operation.cs.Control_Add_Operation_Button_Save_Click"",""MethodChain"":[],""DAO"":{""Method"":""Control_Add_Operation_Button_Save_Click"",""File"":""Control_Add_Operation.cs""},""StoredProcedure"":""md_operation_numbers_Add_Operation"",""Tables"":""md_operation_numbers"",""ReturnType"":""void"",""UIElementUpdated"":{""OnSuccess"":""ShowError"",""OnFailure"":""None detected""}},{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""InsertOperation"",""File"":""Dao_Operation.cs""},""StoredProcedure"":""md_operation_numbers_Add_Operation"",""Tables"":""md_operation_numbers"",""ReturnType"":""Task<DaoResult>""}]","","","False"
"md_operation_numbers_Delete_ByOperation","Master Data","SIMPLE_DELETE","IMPLICIT (Single DML)","High","Delete","0","","0","","1","md_operation_numbers(1)","1","Yes","Yes","[SIMPLE_DELETE] | [1 DELETE: md_operation_numbers(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_operation_numbers_Delete_ByOperation"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""DELETE"",""Table"":""md_operation_numbers"",""WhereConditions"":""`Operation` = p_Operation"",""HasWhere"":true,""Warning"":"""",""RawSQL"":""DELETE FROM `md_operation_numbers`\n        WHERE `Operation` = p_Operation""}]}","{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""DeleteOperation"",""File"":""Dao_Operation.cs""},""StoredProcedure"":""md_operation_numbers_Delete_ByOperation"",""Tables"":""md_operation_numbers"",""ReturnType"":""Task<DaoResult>""}","","","False"
"md_operation_numbers_Get_All","Master Data","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_operation_numbers_Get_All"",""TotalOperations"":0,""Operations"":[]}","[{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""GetAllOperations"",""File"":""Dao_Operation.cs""},""StoredProcedure"":""md_operation_numbers_Get_All"",""Tables"":""md_operation_numbers"",""ReturnType"":""Task<DaoResult<DataTable>>""},{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""SetupOperationDataTable"",""File"":""Helper_UI_ComboBoxes.cs""},""StoredProcedure"":""md_operation_numbers_Get_All"",""Tables"":""md_operation_numbers"",""ReturnType"":""Unknown""}]","","","False"
"md_operation_numbers_Update_Operation","Master Data","SIMPLE_UPDATE","IMPLICIT (Single DML)","High","Update","0","","1","md_operation_numbers(1)","0","","1","Yes","Yes","[SIMPLE_UPDATE] | [1 UPDATE: md_operation_numbers(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_operation_numbers_Update_Operation"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""md_operation_numbers"",""SetClauses"":[""`Operation` = p_NewOperation"",""`IssuedBy` = p_IssuedBy""],""WhereConditions"":""`Operation` = p_Operation"",""HasWhere"":true,""RawSQL"":""UPDATE `md_operation_numbers`\n        SET `Operation` = p_NewOperation,\n            `IssuedBy` = p_IssuedBy\n        WHERE `Operation` = p_Operation""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Edit_Operation.cs.OperationsComboBox_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""UpdateOperation"",""File"":""Dao_Operation.cs""},""StoredProcedure"":""md_operation_numbers_Update_Operation"",""Tables"":""md_operation_numbers"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}","","","False"
"md_part_ids_Add_Part","Master Data","SIMPLE_INSERT","IMPLICIT (Single DML)","High","Create","1","md_part_ids(1)","0","","0","","1","Yes","Yes","[SIMPLE_INSERT] | [1 INSERT: md_part_ids(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_part_ids_Add_Part"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""INSERT"",""Table"":""md_part_ids"",""Columns"":[""PartID"",""Customer"",""Description"",""IssuedBy"",""ItemType""],""Values"":[""p_ItemNumber"",""p_Customer"",""p_Description"",""p_IssuedBy"",""p_ItemType""],""ColumnValuePairs"":[""PartID = p_ItemNumber"",""Customer = p_Customer"",""Description = p_Description"",""IssuedBy = p_IssuedBy"",""ItemType = p_ItemType""],""RawSQL"":""INSERT INTO `md_part_ids` (`PartID`, `Customer`, `Description`, `IssuedBy`, `ItemType`)\n        VALUES (p_ItemNumber, p_Customer, p_Description, p_IssuedBy, p_ItemType)""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Add_PartID.cs.SaveButton_Click"",""MethodChain"":[],""DAO"":{""Method"":""CreatePartAsync"",""File"":""Dao_Part.cs""},""StoredProcedure"":""md_part_ids_Add_Part"",""Tables"":""md_part_ids"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""None detected"",""OnFailure"":""None detected""}}","","","False"
"md_part_ids_Delete_ByItemNumber","Master Data","SIMPLE_DELETE","IMPLICIT (Single DML)","High","Delete","0","","0","","1","md_part_ids(1)","1","Yes","Yes","[SIMPLE_DELETE] | [1 DELETE: md_part_ids(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_part_ids_Delete_ByItemNumber"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""DELETE"",""Table"":""md_part_ids"",""WhereConditions"":""`PartID` = p_ItemNumber"",""HasWhere"":true,""Warning"":"""",""RawSQL"":""DELETE FROM `md_part_ids`\n        WHERE `PartID` = p_ItemNumber""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Remove_PartID.cs.PartsComboBox_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""DeletePartAsync"",""File"":""Dao_Part.cs""},""StoredProcedure"":""md_part_ids_Delete_ByItemNumber"",""Tables"":""md_part_ids"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}","","","False"
"md_part_ids_Get_All","Master Data","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_part_ids_Get_All"",""TotalOperations"":0,""Operations"":[]}","[{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""GetAllPartsAsync"",""File"":""Dao_Part.cs""},""StoredProcedure"":""md_part_ids_Get_All"",""Tables"":""md_part_ids"",""ReturnType"":""Task<DaoResult<DataTable>>""},{""Status"":""Called from DAO (no UI event handler traced)"",""DAO"":{""Method"":""SetupPartDataTable"",""File"":""Helper_UI_ComboBoxes.cs""},""StoredProcedure"":""md_part_ids_Get_All"",""Tables"":""md_part_ids"",""ReturnType"":""Unknown""}]","","","False"
"md_part_ids_Get_ByItemNumber","Master Data","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_part_ids_Get_ByItemNumber"",""TotalOperations"":0,""Operations"":[]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Edit_PartID.cs.Control_Edit_PartID_ComboBox_Part_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""GetPartByNumberAsync"",""File"":""Dao_Part.cs""},""StoredProcedure"":""md_part_ids_Get_ByItemNumber"",""Tables"":""md_part_ids"",""ReturnType"":""Task<DaoResult<DataRow>>"",""UIElementUpdated"":{""OnSuccess"":""None detected"",""OnFailure"":""ClearForm""}}","","","False"
"md_part_ids_Update_Part","Master Data","SIMPLE_UPDATE","IMPLICIT (Single DML)","High","Update","0","","1","md_part_ids(1)","0","","1","Yes","Yes","[SIMPLE_UPDATE] | [1 UPDATE: md_part_ids(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""md_part_ids_Update_Part"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""md_part_ids"",""SetClauses"":[""`PartID` = p_ItemNumber"",""`Customer` = p_Customer"",""`Description` = p_Description"",""`IssuedBy` = p_IssuedBy"",""`ItemType` = p_ItemType""],""WhereConditions"":""`ID` = p_ID"",""HasWhere"":true,""RawSQL"":""UPDATE `md_part_ids`\n        SET `PartID` = p_ItemNumber,\n            `Customer` = p_Customer,\n            `Description` = p_Description,\n            `IssuedBy` = p_IssuedBy,\n            `ItemType` = p_ItemType\n        WHERE `ID` = p_ID""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_Edit_PartID.cs.Control_Edit_PartID_ComboBox_Part_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""UpdatePartAsync"",""File"":""Dao_Part.cs""},""StoredProcedure"":""md_part_ids_Update_Part"",""Tables"":""md_part_ids"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""None detected"",""OnFailure"":""ClearForm""}}","","","False"
"sys_GetUserAccessType","System","QUERY","NONE (Read-only)","High","Complex","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_GetUserAccessType"",""TotalOperations"":0,""Operations"":[]}","{""Status"":""Called from UI"",""EventHandler"":""Control_RemoveTab.cs.Control_RemoveTab_Button_ShowAll_Click"",""MethodChain"":[""Exception""],""DAO"":{""Method"":""System_UserAccessTypeAsync"",""File"":""Dao_System.cs""},""StoredProcedure"":""sys_GetUserAccessType"",""Tables"":[""information_schema"",""usr_users""],""ReturnType"":""Task<DaoResult<List<Model_Users>>>"",""UIElementUpdated"":{""OnSuccess"":""None detected"",""OnFailure"":""None detected""}}","","","False"
"sys_last_10_transactions_AddQuickButton_1","System","SEQUENTIAL","EXPLICIT (Already implemented)","High","Complex","1","sys_last_10_transactions(1)","1","sys_last_10_transactions(1)","0","","2","Yes","Yes","[SEQUENTIAL] | [1 INSERT: sys_last_10_transactions(1)] + [1 UPDATE: sys_last_10_transactions(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_AddQuickButton_1"",""TotalOperations"":2,""Operations"":[{""Index"":1,""Type"":""INSERT"",""Table"":""sys_last_10_transactions"",""Columns"":[""User"",""PartID"",""Operation"",""Quantity"",""Position""],""Values"":[""p_User"",""p_PartID"",""p_Operation"",""p_Quantity"",""p_Position""],""ColumnValuePairs"":[""User = p_User"",""PartID = p_PartID"",""Operation = p_Operation"",""Quantity = p_Quantity"",""Position = p_Position""],""RawSQL"":""INSERT INTO sys_last_10_transactions (User, PartID, Operation, Quantity, Position)\n        VALUES (p_User, p_PartID, p_Operation, p_Quantity, p_Position)""},{""Index"":2,""Type"":""UPDATE"",""Table"":""sys_last_10_transactions"",""SetClauses"":""Position = Position + 1"",""WhereConditions"":[""User = p_User"",""Position >= p_Position""],""HasWhere"":true,""RawSQL"":""UPDATE sys_last_10_transactions\n        SET Position = Position + 1\n        WHERE User = p_User AND Position >= p_Position""}]}","[{""Status"":""Called from UI"",""EventHandler"":""Control_QuickButtons.cs.MenuItemEdit_Click"",""MethodChain"":[""UpdateQuickButtonAsync""],""DAO"":{""Method"":""AddOrShiftQuickButtonAsync"",""File"":""Dao_QuickButtons.cs""},""StoredProcedure"":""sys_last_10_transactions_AddQuickButton_1"",""Tables"":""sys_last_10_transactions"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""None detected"",""OnFailure"":""None detected""}},{""Status"":""Called from UI"",""EventHandler"":""Control_QuickButtons.cs.ListView_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""AddQuickButtonAtPositionAsync"",""File"":""Dao_QuickButtons.cs""},""StoredProcedure"":""sys_last_10_transactions_AddQuickButton_1"",""Tables"":""sys_last_10_transactions"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}]","","","False"
"sys_last_10_transactions_Get_ByUser_1","System","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_Get_ByUser_1"",""TotalOperations"":0,""Operations"":[]}","{""Status"":""Not called from C# code"",""StoredProcedure"":""sys_last_10_transactions_Get_ByUser_1"",""Tables"":""sys_last_10_transactions"",""Note"":""May be legacy, unused, called from other stored procedures, or background services""}","","","False"
"sys_last_10_transactions_Get_ByUser","System","QUERY","NONE (Read-only)","High","Read","0","","0","","0","","0","Yes","Yes","[READ-ONLY] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_Get_ByUser"",""TotalOperations"":0,""Operations"":[]}","{""Status"":""Called from UI"",""EventHandler"":""Control_QuickButtons.cs.ListView_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""LoadLast10Transactions"",""File"":""Control_QuickButtons.cs""},""StoredProcedure"":""sys_last_10_transactions_Get_ByUser"",""Tables"":""sys_last_10_transactions"",""ReturnType"":""Task"",""UIElementUpdated"":{""OnSuccess"":""None detected"",""OnFailure"":[""SetComboBoxes"",""SetTextBoxText""]}}","","","False"
"sys_last_10_transactions_Move_1","System","SEQUENTIAL","EXPLICIT (Already implemented)","High","Transfer","1","sys_last_10_transactions(1)","2","sys_last_10_transactions(2)","1","sys_last_10_transactions(1)","4","Yes","Yes","[SEQUENTIAL] | [1 INSERT: sys_last_10_transactions(1)] + [2 UPDATEs: sys_last_10_transactions(2)] + [1 DELETE: sys_last_10_transactions(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_Move_1"",""TotalOperations"":4,""Operations"":[{""Index"":1,""Type"":""INSERT"",""Table"":""sys_last_10_transactions"",""Columns"":[""User"",""PartID"",""Operation"",""Quantity"",""Position""],""Values"":[""p_User"",""tempPartID"",""tempOperation"",""tempQuantity"",""p_ToPosition""],""ColumnValuePairs"":[""User = p_User"",""PartID = tempPartID"",""Operation = tempOperation"",""Quantity = tempQuantity"",""Position = p_ToPosition""],""RawSQL"":""INSERT INTO sys_last_10_transactions (User, PartID, Operation, Quantity, Position)\n            VALUES (p_User, tempPartID, tempOperation, tempQuantity, p_ToPosition)""},{""Index"":2,""Type"":""UPDATE"",""Table"":""sys_last_10_transactions"",""SetClauses"":""Position = Position - 1"",""WhereConditions"":[""User = p_User"",""Position > p_FromPosition"",""Position <= p_ToPosition""],""HasWhere"":true,""RawSQL"":""UPDATE sys_last_10_transactions\n                SET Position = Position - 1\n                WHERE User = p_User AND Position > p_FromPosition AND Position <= p_ToPosition""},{""Index"":3,""Type"":""UPDATE"",""Table"":""sys_last_10_transactions"",""SetClauses"":""Position = Position + 1"",""WhereConditions"":[""User = p_User"",""Position >= p_ToPosition"",""Position < p_FromPosition""],""HasWhere"":true,""RawSQL"":""UPDATE sys_last_10_transactions\n                SET Position = Position + 1\n                WHERE User = p_User AND Position >= p_ToPosition AND Position < p_FromPosition""},{""Index"":4,""Type"":""DELETE"",""Table"":""sys_last_10_transactions"",""WhereConditions"":[""User = p_User"",""Position = p_FromPosition""],""HasWhere"":true,""Warning"":"""",""RawSQL"":""DELETE FROM sys_last_10_transactions\n            WHERE User = p_User AND Position = p_FromPosition""}]}","{""Status"":""Not called from C# code"",""StoredProcedure"":""sys_last_10_transactions_Move_1"",""Tables"":[""position"",""sys_last_10_transactions""],""Note"":""May be legacy, unused, called from other stored procedures, or background services""}","","","False"
"sys_last_10_transactions_MoveToLast_ByUser","System","SIMPLE_UPDATE","IMPLICIT (Single DML)","High","Complex","0","","1","sys_last_10_transactions(1)","0","","1","Yes","Yes","[SIMPLE_UPDATE] | [1 UPDATE: sys_last_10_transactions(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_MoveToLast_ByUser"",""TotalOperations"":1,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""sys_last_10_transactions"",""SetClauses"":[""ReceiveDate = DATE_ADD(latest_date"",""INTERVAL 1 SECOND)""],""WhereConditions"":""id = target_id"",""HasWhere"":true,""RawSQL"":""UPDATE sys_last_10_transactions\n                SET ReceiveDate = DATE_ADD(latest_date, INTERVAL 1 SECOND)\n                WHERE id = target_id""}]}","{""Status"":""Not called from C# code"",""StoredProcedure"":""sys_last_10_transactions_MoveToLast_ByUser"",""Tables"":[""sys_last_10_transactions"",""transaction""],""Note"":""May be legacy, unused, called from other stored procedures, or background services""}","","","False"
"sys_last_10_transactions_RemoveAndShift_ByUser_1","System","MIXED_DML","EXPLICIT (Already implemented)","High","Complex","0","","1","sys_last_10_transactions(1)","1","sys_last_10_transactions(1)","2","Yes","Yes","[MIXED_DML] | [1 UPDATE: sys_last_10_transactions(1)] + [1 DELETE: sys_last_10_transactions(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_RemoveAndShift_ByUser_1"",""TotalOperations"":2,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""sys_last_10_transactions"",""SetClauses"":""Position = Position - 1"",""WhereConditions"":[""User = p_User"",""Position > p_Position""],""HasWhere"":true,""RawSQL"":""UPDATE sys_last_10_transactions\n            SET Position = Position - 1\n            WHERE User = p_User AND Position > p_Position""},{""Index"":2,""Type"":""DELETE"",""Table"":""sys_last_10_transactions"",""WhereConditions"":[""User = p_User"",""Position = p_Position""],""HasWhere"":true,""Warning"":"""",""RawSQL"":""DELETE FROM sys_last_10_transactions\n            WHERE User = p_User AND Position = p_Position""}]}","{""Status"":""Not called from C# code"",""StoredProcedure"":""sys_last_10_transactions_RemoveAndShift_ByUser_1"",""Tables"":""sys_last_10_transactions"",""Note"":""May be legacy, unused, called from other stored procedures, or background services""}","","","False"
"sys_last_10_transactions_RemoveAndShift_ByUser","System","MIXED_DML","EXPLICIT (Already implemented)","High","Complex","0","","1","sys_last_10_transactions(1)","1","sys_last_10_transactions(1)","2","Yes","Yes","[MIXED_DML] | [1 UPDATE: sys_last_10_transactions(1)] + [1 DELETE: sys_last_10_transactions(1)] | [Has explicit transaction handling] | [Has validation]","{""ProcedureName"":""sys_last_10_transactions_RemoveAndShift_ByUser"",""TotalOperations"":2,""Operations"":[{""Index"":1,""Type"":""UPDATE"",""Table"":""sys_last_10_transactions"",""SetClauses"":""ReceiveDate = prev_date"",""WhereConditions"":""id = curr_id"",""HasWhere"":true,""RawSQL"":""UPDATE sys_last_10_transactions\n                SET ReceiveDate = prev_date\n                WHERE id = curr_id""},{""Index"":2,""Type"":""DELETE"",""Table"":""sys_last_10_transactions"",""WhereConditions"":[""User = p_User"",""ReceiveDate = p_ReceiveDate LIMIT 1""],""HasWhere"":true,""Warning"":"""",""RawSQL"":""DELETE FROM sys_last_10_transactions\n            WHERE User = p_User AND ReceiveDate = p_ReceiveDate\n            LIMIT 1""}]}","{""Status"":""Called from UI"",""EventHandler"":""Control_QuickButtons.cs.ListView_SelectedIndexChanged"",""MethodChain"":[],""DAO"":{""Method"":""RemoveQuickButtonAndShiftAsync"",""File"":""Dao_QuickButtons.cs""},""StoredProcedure"":""sys_last_10_transactions_RemoveAndShift_ByUser"",""Tables"":""sys_last_10_transactions"",""ReturnType"":""Task<DaoResult>"",""UIElementUpdated"":{""OnSuccess"":""Show"",""OnFailure"":""None detected""}}","","","False"
